Assamese_Sentence	English_Translation
ইতিহাসবিদ ৰামচন্দ্ৰ গুহই আজি উচ্চতম ন্যায়ালয়ৰ ন্যায়াধীশ সকললৈ লিখা এখন মুকলি চিঠিত প্ৰশান্ত ভুষণক উচ্চতম ন্যায়ালয়ে আদালত অৱমাননাৰ দোষী থাওৰোৱাৰ বাবে ন্যায়ালয়ক সমালোচনা কৰি কৈছে যে, আমাৰ গণতন্ত্ৰক উচ্চতম ন্যায়ালয়ে যিদৰে সুৰক্ষা দিয়াৰ আশা কৰা হৈছিল তেনে সুৰক্ষা দিয়াত ব্যৰ্থ হৈছে তেখেতে কৈছে লগতে যে, উচ্চতম ন্যায়ালয়ৰ ভাৱমূৰ্তি আজি বোধ হয় ইয়াৰ নিম্নতম পৰ্যায় পাইছে।	Historian Ramachandra Guha, in an open letter to the judges of the Supreme Court today, criticised the court for holding Prashant Bhushan guilty of contempt of court by the Supreme Court, saying that our democracy has failed to be protected in the way the apex court was expected to be protected.
বৃদ্ধাৰ ডিঙিত মূৰ পেলাই শুইছে৷	The old man is sleeping with his head around his neck.
ইতিমধ্যে আৰক্ষীয়ে তদন্ত আৰম্ভ কৰিছে।	An investigation has already been launched.
ইয়াৰ লগতে বহুকেইটা নিয়ম বান্ধি দিছে মহানগৰ প্ৰশাসনে।	Along with this, many rules have been set by the city administration.
লগতে দলটোৱে সমগ্র ৰাজ‍্যখনৰ লগতে নলবাৰী জিলা ভাৰতীয় জনতা পাৰ্টিৰ নৱনিৰ্বাচিত সভাপতি ডাঃ মৃগাংক তালুকদাৰৰ নেতৃত্বত গাঁৱে-ভূঞে, চহৰে-নগৰে ‘কা’ সম্পৰ্কীয় গোহাৰি প্ৰত্ৰ জনসাধাৰণৰ হাতে হাতে দিয়া অভিযান আৰম্ভণি কৰে।	The party also launched a village-by-village, town-by-town'Ka'related Gohari campaign under the leadership of Dr. Mrigank Talukdar, the newly elected president of Nalbari district Bharatiya Janata Party along with the entire state.
উক্তদিনাৰ উচ্ছেদ প্রক্রিয়া সম্পূর্ণ শান্তিপূর্ণভাৱে সম্পন্ন হোৱাৰ লগতে বেদখলকাৰী লোকসকলেও প্রশাসনৰ লগত সহযোগিতা কৰি নিজেই নিজৰ ঘৰ–দুৱাৰ ভাঙি প্রশাসনে নির্ধাৰণ কৰি দিয়া স্থানলৈ স্থানান্তৰিত হৈছিল৷	The eviction process on that day was completely peaceful and the encroachers also cooperated with the administration by demolishing their own houses and moving to the places fixed by the administration.
হয়াৰ ভিতৰত দুটা পেটেণ্ট হতিমধ্যে মনোনীত হোৱাৰ লগতে আন চাৰিটা পেটেণ্ট প্রাৰম্ভিক পর্যায়ত আছে বুলি জানিব পৰা গৈছে৷	Two of the patents have already been nominated, while four others are reportedly in the early stages.
দিল্লীৰ কৰ্কট প্ৰতিষ্ঠানৰ দুগৰাকী নাৰ্ছৰ দেহত কোভিড-১৯।	Two nurses at Delhi Cancer Institute test positive for COVID-19
এটি কিশোৰীৰ মৃত্যুক লৈ উত্তাল বকো৷	The death of a young girl.
শাসনলৈ আহিলে নিৰ্বাচন আয়োগক জেললৈ পঠাব সংবিধান প্ৰণেতাৰ নাতিয়ে	Election Commission will be sent to jail if voted to power: Constitution maker's grandson
কেন্দ্ৰীয় মন্ত্ৰী অৰুণ জেটলীয়ে টুইটাৰত কয়- পশ্চিমবংগত মুক্ত নিৰ্বাচনী প্ৰচাৰ সম্ভৱ হোৱা নাই।	Union Minister Arun Jaitley said on Twitter that a free election campaign was not possible in West Bengal.
গ্লোবেল ইনষ্টিটিউট অব ইফৰ্মেশ্বন টেকন'লজিৰ মেধাৱী প্রশিক্ষাৰ্থীক সম্বৰ্ধনা ...	Meritorious trainees of Global Institute of Information Technology felicitated
উন্মোচক হিচাপে সভাত উপস্থিত থকা দৈনিক অসমৰ কাৰ্যবাহী সম্পাদক মুুনীন বায়নক সম্বৰ্ধনা জ্ঞাপন কৰে অলকা শৰ্মাই।	Alaka Sarma felicitated the Executive Editor of Dainik Asam, Munin Bayan, who was present in the meeting as the announcer.
ইয়াৰ লগতে সম্ভাব্য ৰোগীৰ চিকিৎসাৰ বাবে চৰকাৰী চিকিৎসালয়সমূহত আন চিকিৎসা ব্যৱস্থা স্থানান্তৰিত কৰি দিয়া হৈছে বিশেষ চৰকাৰী হাস্পতালৰ পৰা।	Along with this, other medical facilities in government hospitals have been shifted from specialized government hospitals to treat potential patients.
অন্ধ্ৰপ্ৰদেশৰ পৰা মাছ কঢ়িয়াই অনা এ পি ৩ টি ডব্লিউ ৭২৭২ আৰু এ পি ৩৭ টি এছ ৮৫৮৫ নম্বৰৰ ট্ৰাক দুখন যোৱা শনিবাৰ আৰু দেওবাৰে সন্ধিয়া নগাঁও চহৰৰ সমীপৱৰ্তী মৰিকলঙত থকা মাছৰ গাদী পাইছিল৷	Two trucks bearing numbers AP3TW 7272 and AP37TS 8585 carrying fish from Andhra Pradesh reached the fish paddies at Moriklong near Nagaon town on Saturday and Sunday evening.
‘আমি শিৱসেনাৰ সৈতে যোগাযোগ কৰিবলৈ চেষ্টা কৰিছিলো যদিও শিৱসেনাই এই ক্ষেত্ৰত বিশেষ গুৰুত্ব প্ৰদান নকৰিলে।	"""We tried to reach out to the Shiv Sena but the latter did not pay much heed."
কাৰণ কিছুমান পূৰ্বে পুনৰ নিৰ্মাণ কৰিবলৈ লোৱা কামটো কবচুকৰ পৰা গাঁওখনৰ দুজনমান যুৱকে ট্ৰেক্টৰে মাটি পেলাই কৰি আহিছিল যদিও বাঘচুকৰ ফালৰ পৰা কাম কৰা ঠিকাদাৰ কেইগৰাকীয়ে অন্য ফালেহে বান্ধতো লৈ যাব বিচৰাত আঁচনিখন ধোঁৱাছাংত উঠাৰ উপক্ৰম হৈছে।	Because some time ago, the reconstruction work was carried out from Kabchuk by two young men of the village who were dumping the soil with a tractor, but the contractor working from the side of Baghchuk wants to take the dam on the other side as well, the scheme is about to go up in smoke.
বিগত প্ৰায় ২০ দিন ধৰি হোৱা বৰষুণৰ বাবে টাৰাছো নদী ওফন্দি উঠিছে ।	The Taraso River has been in spate due to rains for the past about 20 days.
এই প্ৰতিযোগিতাত বিজয়ী হোৱাৰ সূত্ৰে নীলাভে আগন্তুক বেংকক,আমেৰিকা আৰু ফিলিপাইনছত হব লগীয়া প্ৰতিযোগিতাত অংশ লৱৰ বাবে যোগ্যতা অৰ্জন কৰিছে ।	By virtue of winning this competition, Neelabh has qualified for the upcoming tournaments in Bangkok, USA and Philippines.
এই অগ্নিকাণ্ডত কেইবা লাখ টকাৰ সা-সামগ্ৰী  জুইত জাহ  যায়।	Items worth lakhs of rupees were burnt in the fire.
ইয়াৰে প্রতিটোৰ দাম ৭০ লাখ টকা৷	Each of them costs ₹70 lakh.
যুৱতী গৰাকীক কোনোবাই ধৰ্ষণ কৰি হত্য কৰাৰ সন্দেহ প্ৰকাশ কৰিছে পৰিয়ালৰ লগতে আছা আটছা আদি দল-সংগঠনে ।	The family, as well as groups such as Asa Atasha, suspect that the young woman was raped and killed by someone.
৯নং ৱাৰ্ডত অগপ প্ৰাৰ্থী জুলু শইকীয়াৰ ৩০৭টা ভোটত জয়।	In ward 9, AGP candidate Zulu Saikia won by 307 votes.
নতুন চিকিৎসা মহাবিদ্যালয়কেইখন অতি কম সময়ৰ ভিতৰতে নিৰ্মাণ হৈ উঠিব আৰু অন্য চিকিৎসা মহাবিদ্যালয়ৰ তুলনাত অধিক সা-সুবিধাযুক্ত হ’ব বুলি তেওঁ উল্লেখ কৰে ।	The new medical colleges will come up in a short span of time and will be better equipped than other medical colleges, he added.
দুগৰাকী পত্নীৰ লগতে এটি কন্যা সন্তানৰ পিতৃ কৌশিকৰ অৱস্থিতি সম্পর্কত নিৰাপত্তা বাহিনী আৰু আলফা (স্বাধীন)ৰ পৰা পৰিয়ালটোক বিশেষভাৱে একো জনোৱা হোৱা নাই বুলি জানিব পৰা গৈছে৷	The family has reportedly not been specifically informed by the security forces and the ULFA (Independent) about the whereabouts of Kaushik, who is survived by two wives and a daughter.
